dataset,doi,journal ,title,url
dataset-026,10.1007/s10995-012-1094-8,Maternal and Child Health Journal,Is Maternal Food Security a Predictor of Food and Drink Intake Among Toddlers in Oregon?,www.doi.org/10.1007/s10995-012-1094-8
dataset-026,10.1353/ken.2018.0019,Kennedy Institute of Ethics Journal,An Argument Against Drug Testing Welfare Recipients,www.doi.org/10.1353/ken.2018.0019
dataset-026,10.1111/jftr.12302,Journal of Family Theory & Review,Moving Beyond Program to Population Impact: Toward a Universal Early Childhood System of Care,www.doi.org/10.1111/jftr.12302
dataset-026,10.1177/0269215518758483,Clinical Rehabilitation,"The interrelationships among pain interference, depressive symptoms, loneliness, and employment status: a moderated mediation study",www.doi.org/10.1177/0269215518758483
dataset-026,10.1016/j.appet.2019.01.008,Appetite,"The relationship between food parenting practices, parental diet and their adolescents' diet",www.doi.org/10.1016/j.appet.2019.01.008
dataset-026,10.1016/j.amepre.2015.04.023,American Journal of Preventive Medicine,Improving Social Determinants of Health Effectiveness of a Web-Based Intervention,www.doi.org/10.1016/j.amepre.2015.04.023
dataset-026,10.3390/brainsci9020029,Brain Sciences,"Race, Depression, and Financial Distress in a Nationally Representative Sample of American Adults",www.doi.org/10.3390/brainsci9020029
dataset-026,10.1016/j.whi.2017.09.003,Women's Health Issues,Policy Impact of Research Findings on the Association of Diaper Need and Mental Health,www.doi.org/10.1016/j.whi.2017.09.003
dataset-026,10.1001/jamapediatrics.2018.1785,JAMA Pediatrics,"Comparison of Health, Development, Maternal Bonding, and Poverty Among Children Born After Denial of Abortion vs After Pregnancies Subsequent to an Abortion",www.doi.org/10.1001/jamapediatrics.2018.1785
dataset-026,10.1007/s13524-015-0395-0,Demography,"The Deserving Poor, the Family, and the U.S. Welfare System",www.doi.org/10.1007/s13524-015-0395-0
dataset-026,10.1215/03616878-3702770,Journal of Health Politics Policy and Law,Can Payment Reform Be Social Reform? The Lure and Liabilities of the Triple-Aim,www.doi.org/10.1215/03616878-3702770
dataset-026,10.1111/phn.12378,Public Health Nursing,A diaper bank and home visiting partnership: Initial exploration of research and policy questions,www.doi.org/10.1111/phn.12378
dataset-026,10.1016/j.ssresearch.2012.06.001,Social Science Research,Filling holes in the safety net? Material hardship and subjective well-being among disability benefit applicants and recipients after the 1996 welfare reform,www.doi.org/10.1016/j.ssresearch.2012.06.001
dataset-026,10.5888/pcd12.150269,Preventing Chronic Disease,"Health Promotion Interventions for Low-Income Californians Through Medi-Cal Managed Care Plans, 2012",www.doi.org/10.5888/pcd12.150269
dataset-026,10.1093/sw/swu013,Social Work,Economic Insecurity and Access to the Social Safety Net among Latino Farmworker Families,www.doi.org/10.1093/sw/swu013
dataset-026,10.5888/pcd15.170517,Preventing Chronic Disease,HUD Housing Assistance and Levels of Physical Activity Among Low-Income Adults,www.doi.org/10.5888/pcd15.170517
dataset-026,10.1097/qad.0000000000000978,AIDS,State variation in HIV/AIDS health outcomes,www.doi.org/10.1097/qad.0000000000000978
dataset-026,10.1353/hpu.2014.0040,Journal of Health Care for the Poor and Underserved,Incorporation of Socioeconomic Status Indicators into Policies for the Meaningful Use of Electronic Health Records,www.doi.org/10.1353/hpu.2014.0040
dataset-026,10.1016/j.pcl.2011.09.013,Pediatric Clinics of North America,Practical Approaches to the Treatment of Severe Pediatric Obesity,www.doi.org/10.1016/j.pcl.2011.09.013
dataset-026,10.1007/s10995-015-1871-2,Maternal and Child Health Journal,Influence of Maternal Depression on WIC Participation in Low-Income Families,www.doi.org/10.1007/s10995-015-1871-2
dataset-026,10.1002/pam.21842,Journal of Policy Analysis and Management,INTENDED AND UNINTENDED EFFECTS OF THE WAR ON POVERTY: WHAT RESEARCH TELLS US AND IMPLICATIONS FOR POLICY,www.doi.org/10.1002/pam.21842
dataset-026,10.1542/peds.2009-1100m,Pediatrics,Policy Interventions to Address Child Health Disparities: Moving Beyond Health Insurance,www.doi.org/10.1542/peds.2009-1100m
dataset-026,10.5993/ajhb.40.4.6,American Journal of Health Behavior,"Farm-to-Consumer Retail Outlet Use, Fruit and Vegetable Intake, and Obesity Status among WIC Program Participants in Alabama",www.doi.org/10.5993/ajhb.40.4.6
dataset-026,10.1007/s12134-015-0441-1,Journal of International Migration and Integration,Seeing the Life: Redefining Self-Worth and Family Roles Among Iraqi Refugee Families Resettled in the United States,www.doi.org/10.1007/s12134-015-0441-1
dataset-026,10.1016/j.ecresq.2012.07.007,Early Childhood Research Quarterly,The Child and Adult Care Food Program and the nutrition of preschoolers,www.doi.org/10.1016/j.ecresq.2012.07.007
dataset-026,10.1542/peds.2005-2943,Pediatrics,Heat or Eat: The Low Income Home Energy Assistance Program and Nutritional and Health Risks Among Children Less Than 3 Years of Age,www.doi.org/10.1542/peds.2005-2943
dataset-026,10.3945/jn.114.199919,Journal of Nutrition,Food Insecurity Is Associated with Poor Sleep Outcomes among US Adults,www.doi.org/10.3945/jn.114.199919
dataset-026,10.3233/jvr-191017,Journal of Vocational Rehabilitation,Meeting the need: The hospitality training program of the palm beaches,www.doi.org/10.3233/jvr-191017
dataset-026,10.1080/1059924x.2015.1074973,Journal of Agromedicine,"Participation in the Women, Infants, and Children (WIC) Program as Reported by Documented and Undocumented Farm Worker Adults in the Households",www.doi.org/10.1080/1059924x.2015.1074973
dataset-026,10.1007/s11121-019-0977-y,Prevention Science,Financial Incentives for Promoting Participation in a School-Based Parenting Program in Low-Income Communities,www.doi.org/10.1007/s11121-019-0977-y
dataset-026,10.5034/inquiryjrnl_49.03.08,INQUIRY The Journal of Health Care Organization Provision and Financing,Variation in Medicaid Eligibility and Participation among Adults: Implications for the Affordable Care Act,www.doi.org/10.5034/inquiryjrnl_49.03.08
dataset-026,10.1177/1077558717740444,Medical Care Research and Review,Lifetime Consequences of Early-Life and Midlife Access to Health Insurance: A Review,www.doi.org/10.1177/1077558717740444
dataset-026,10.1002/14651858.cd009820.pub2,Cochrane Database of Systematic Reviews,Welfare-work interventions and their effects on the mental and physical health of lone parents and their children,www.doi.org/10.1002/14651858.cd009820.pub2
dataset-026,10.1542/pir.2017-0123,Pediatrics in Review,Screening for Poverty and Poverty-Related Social Determinants of Health,www.doi.org/10.1542/pir.2017-0123
dataset-026,10.1353/foc.2010.0009,The Future of Children,Mothers' Economic Conditions and Sources of Support in Fragile Families,www.doi.org/10.1353/foc.2010.0009
dataset-026,10.1016/j.acap.2017.12.007,Academic Pediatrics,Randomized Controlled Trial to Prevent Infant Overweight in a High-Risk Population,www.doi.org/10.1016/j.acap.2017.12.007
dataset-026,10.1016/j.ypmed.2018.07.006,Preventive Medicine,Multi-level prevention of human trafficking: The role of health care professionals,www.doi.org/10.1016/j.ypmed.2018.07.006
dataset-026,10.1097/phh.0b013e3181b61069,Journal of Public Health Management and Practice,Building Capacity to Evaluate Health and Nutrition Programs,www.doi.org/10.1097/phh.0b013e3181b61069
dataset-026,10.1007/s10995-011-0779-8,Maternal and Child Health Journal,"Generational Status, Health Insurance, and Public Benefit Participation Among Low-Income Latino Children",www.doi.org/10.1007/s10995-011-0779-8
dataset-026,10.1016/j.evalprogplan.2015.03.009,Evaluation and Program Planning,Home for now: A mixed-methods evaluation of a short-term housing support program for homeless families,www.doi.org/10.1016/j.evalprogplan.2015.03.009
dataset-026,10.1002/hec.3378,Health Economics,The Influence of School Nutrition Programs on the Weight of Low-Income Children: A Treatment Effect Analysis,www.doi.org/10.1002/hec.3378
dataset-026,10.1002/pam.22075,Journal of Policy Analysis and Management,CAN BENEFITS AND INCENTIVES PROMOTE WORK?,www.doi.org/10.1002/pam.22075
dataset-026,10.1177/0002716213499532,The Annals of the American Academy of Political and Social Science,The Great Recession and the Social Safety Net,www.doi.org/10.1177/0002716213499532
dataset-026,10.1542/peds.2014-2888,Pediatrics,Addressing Social Determinants of Health at Well Child Care Visits: A Cluster RCT,www.doi.org/10.1542/peds.2014-2888
dataset-026,10.1017/s1368980014002365,Public Health Nutrition,The relative contribution of layers of the Social Ecological Model to childhood obesity,www.doi.org/10.1017/s1368980014002365
dataset-026,10.2337/dc17-1812,Diabetes Care,Unstable Housing and Diabetes-Related Emergency Department Visits and Hospitalization: A Nationally Representative Study of Safety-Net Clinic Patients,www.doi.org/10.2337/dc17-1812
dataset-026,10.1016/j.jneb.2018.07.008,Journal of Nutrition Education and Behavior,Communicating and Assessing Physical Activity: Outcomes From Cognitive Interviews With Low-Income Adults,www.doi.org/10.1016/j.jneb.2018.07.008
dataset-026,10.1002/pam.21885,Journal of Policy Analysis and Management,SUPPLEMENTING TANF'S WORK REQUIREMENT: A COMPROMISE,www.doi.org/10.1002/pam.21885
dataset-026,10.1001/archpedi.159.6.551,JAMA Pediatrics,Subsidized Housing and Children's Nutritional Status: Data From a Multisite Surveillance Study,www.doi.org/10.1001/archpedi.159.6.551
dataset-026,10.1016/j.appet.2016.03.006,Appetite,Food-related behavior and intake of adult main meal preparers of 9‚ 10 year-old children participating in iCook 4-H: A five-state childhood obesity prevention pilot study,www.doi.org/10.1016/j.appet.2016.03.006
dataset-026,10.1215/03616878-3940468,Journal of Health Politics Policy and Law,"People, Places, Power: Medicaid Concentration and Local Political Participation",www.doi.org/10.1215/03616878-3940468
dataset-026,10.1353/hpu.2017.0134,Journal of Health Care for the Poor and Underserved,The Cost-effectiveness Analysis of Nurse-Family Partnership in the United States,www.doi.org/10.1353/hpu.2017.0134
dataset-026,10.1097/htr.0000000000000458,Journal of Head Trauma Rehabilitation,Healthcare Utilization and Missed Workdays for Parents of Children With Traumatic Brain Injury,www.doi.org/10.1097/htr.0000000000000458
dataset-026,10.1016/j.cedpsych.2016.01.004,Contemporary Educational Psychology,Executive functioning deficits increase kindergarten children's risk for reading and mathematics difficulties in first grade,www.doi.org/10.1016/j.cedpsych.2016.01.004
dataset-026,10.1542/peds.2008-0286,Pediatrics,"A Brief Indicator of Household Energy Security: Associations With Food Security, Child Health, and Child Development in US Infants and Toddlers",www.doi.org/10.1542/peds.2008-0286
dataset-026,10.1016/j.dhjo.2013.03.002,Disability and Health Journal,Health care expenditures among working-age adults with physical disabilities: Variations by disability spans,www.doi.org/10.1016/j.dhjo.2013.03.002
dataset-026,10.1111/cdev.12753,Child Development,The Development of Spatial Skills in Elementary School Students,www.doi.org/10.1111/cdev.12753
dataset-026,10.1016/j.chiabu.2015.07.006,Child Abuse & Neglect,Childhood adversity and behavioral health outcomes for youth: An investigation using state administrative data,www.doi.org/10.1016/j.chiabu.2015.07.006
dataset-026,10.1016/j.chiabu.2016.06.004,Child Abuse & Neglect,"Intersections of family homelessness, CPS involvement, and race in Alameda County, California",www.doi.org/10.1016/j.chiabu.2016.06.004
dataset-026,10.1007/s13524-018-0744-x,Demography,"Prevalence and Risk Factors for Early Motherhood Among Low-Income, Maltreated, and Foster Youth",www.doi.org/10.1007/s13524-018-0744-x
dataset-026,10.1002/pam.21646,Journal of Policy Analysis and Management,Natalist Policies in the United States,www.doi.org/10.1002/pam.21646
dataset-026,10.1177/0886260517691519,Journal of Interpersonal Violence,Depression and Intimate Partner Violence Among African American Women Living in Impoverished Inner-City Neighborhoods,www.doi.org/10.1177/0886260517691519
dataset-026,10.1353/foc.2015.0012,The Future of Children,Cohabitation and Child Wellbeing,www.doi.org/10.1353/foc.2015.0012
dataset-026,10.1017/s1049096516002067,Political Science and Politics,President Obama and the American Welfare State: Transformation or Punctuation?,www.doi.org/10.1017/s1049096516002067
dataset-026,10.1002/pam.21971,Journal of Policy Analysis and Management,Are Parental Welfare Work Requirements Good for Disadvantaged Children? Evidence From Age of Youngest Child Exemptions,www.doi.org/10.1002/pam.21971
dataset-026,10.1002/pam.21850,Journal of Policy Analysis and Management,Introduction to the Research Articles,www.doi.org/10.1002/pam.21850
dataset-026,10.1016/j.socscimed.2014.10.041,Social Science & Medicine,Effects of infant health on family food insecurity: Evidence from two U.S. birth cohort studies,www.doi.org/10.1016/j.socscimed.2014.10.041
dataset-026,10.1002/pam.21833,Journal of Policy Analysis and Management,Waging War on Poverty: Poverty Trends Using a Historical Supplemental Poverty Measure,www.doi.org/10.1002/pam.21833
dataset-026,10.1016/j.childyouth.2012.07.012,Children and Youth Services Review,Examining racial disproportionality in child protective services case decisions,www.doi.org/10.1016/j.childyouth.2012.07.012
dataset-026,10.1007/s11133-011-9213-1,Qualitative Sociology,Figure a Way: Teenage Mothers' Experiences in Shifting Social and Economic Contexts,www.doi.org/10.1007/s11133-011-9213-1
dataset-026,10.1002/hec.3658,Health Economics,Does the earned income tax credit increase children's weight? The impact of policy-driven income on childhood obesity,www.doi.org/10.1002/hec.3658
dataset-026,10.1080/19320248.2014.908449,Journal of Hunger & Environmental Nutrition,Where Are the Fresh Fruits and Vegetables?: A Systematic Exploration of Access to Food Stores Offering Fresh Fruits and Vegetables as Told by Midwestern African American Women,www.doi.org/10.1080/19320248.2014.908449
dataset-026,10.1002/pam.21963,Journal of Policy Analysis and Management,"Child Poverty, the Great Recession, and the Social Safety Net in the United States",www.doi.org/10.1002/pam.21963
dataset-026,10.1111/1468-0009.12306,Milbank Quarterly,"Now Welfare Reform, Of Course",www.doi.org/10.1111/1468-0009.12306
dataset-026,10.1016/j.socscimed.2015.12.020,Social Science & Medicine,Low-income Children's participation in the National School Lunch Program and household food insufficiency,www.doi.org/10.1016/j.socscimed.2015.12.020
dataset-026,10.1080/19320248.2014.962768,Journal of Hunger & Environmental Nutrition,Individual and Neighborhood Predictors of Participation in the Supplemental Nutrition Assistance Program (SNAP) in Los Angeles County,www.doi.org/10.1080/19320248.2014.962768
dataset-026,10.1007/s10995-012-1103-y,Maternal and Child Health Journal,Least Explored Factors Associated with Prenatal Smoking,www.doi.org/10.1007/s10995-012-1103-y
dataset-026,10.1542/peds.2013-3337,Pediatrics,The Association of Generation Status and Health Insurance Among US Children,www.doi.org/10.1542/peds.2013-3337
dataset-026,10.1093/cdn/nzz007,Current Developments in Nutrition,The STRONG Kids 2 Birth Cohort Study: A Cell-to-Society Approach to Dietary Habits and Weight Trajectories across the First 5 Years of Life,www.doi.org/10.1093/cdn/nzz007
dataset-026,10.1002/pam.22072,Journal of Policy Analysis and Management,CAN BENEFITS AND INCENTIVES PROMOTE WORK?,www.doi.org/10.1002/pam.22072
dataset-026,10.1016/j.ehb.2016.04.004,Economics & Human Biology,Effects of maternal depression on family food insecurity,www.doi.org/10.1016/j.ehb.2016.04.004
dataset-026,10.1377/hlthaff.2011.0247,Health Affairs,Health Care Costs Are A Key Driver Of Growth In Federal And State Assistance To Working-Age People With Disabilities,www.doi.org/10.1377/hlthaff.2011.0247
dataset-026,10.1016/b978-0-12-405864-4.00036-3,"Food Security, Poverty and Nutrition Policy Analysis",Index,www.doi.org/10.1016/b978-0-12-405864-4.00036-3
dataset-026,10.1016/j.jadohealth.2018.10.302,Journal of Adolescent Health,Food Insecurity Among Hispanic/Latino Youth: Who Is at Risk and What Are the Health Correlates?,www.doi.org/10.1016/j.jadohealth.2018.10.302
dataset-026,10.1057/9781137520920,,The Policy and Politics of Food Stamps and SNAP,www.doi.org/10.1057/9781137520920
dataset-026,10.4054/demres.2016.35.30,Demographic Research,The Great Recession and America's geography of unemployment,www.doi.org/10.4054/demres.2016.35.30
dataset-026,10.1007/978-3-319-32001-4_75-1,Encyclopedia of Big Data,Diversity,www.doi.org/10.1007/978-3-319-32001-4_75-1
dataset-026,10.1215/03616878-2822610,Journal of Health Politics Policy and Law,Unforeseen Consequences: Medicaid and the Funding of Nonprofit Service Organizations,www.doi.org/10.1215/03616878-2822610
dataset-026,10.1080/19320248.2014.898172,Journal of Hunger & Environmental Nutrition,Supplemental Nutrition Assistance Program Participation Among Child Welfare-ìInvolved Families,www.doi.org/10.1080/19320248.2014.898172
dataset-026,10.1016/j.ecresq.2015.09.003,Early Childhood Research Quarterly,Household chaos and children's cognitive and socio-emotional development in early childhood: Does childcare play a buffering role?,www.doi.org/10.1016/j.ecresq.2015.09.003
dataset-026,10.1177/0003122416653112,American Sociological Review,"Nonmarital First Births, Marriage, and Income Inequality",www.doi.org/10.1177/0003122416653112
dataset-026,10.1542/peds.2013-0645,Pediatrics,Providing Care for Children and Adolescents Facing Homelessness and Housing Insecurity,www.doi.org/10.1542/peds.2013-0645
dataset-026,10.1016/j.jneb.2009.03.133,Journal of Nutrition Education and Behavior,Ohio EFNEP Breaking Ground with A New Curriculum,www.doi.org/10.1016/j.jneb.2009.03.133
dataset-026,10.1377/hlthaff.2013.0096,Health Affairs,Exhaustion Of Food Budgets At Month's End And Hospital Admissions For Hypoglycemia,www.doi.org/10.1377/hlthaff.2013.0096
dataset-026,10.1080/19371910903182849,Social Work in Public Health,Electronic Access to Food and Cash Benefits,www.doi.org/10.1080/19371910903182849
dataset-026,10.1177/0160597617733630,Humanity & Society,Book Review: Taking the Heat: Women Chefs and Gender Inequality in the Professional Kitchen,www.doi.org/10.1177/0160597617733630
dataset-026,10.1016/j.jneb.2016.04.004,Journal of Nutrition Education and Behavior,Participant and Household Characteristics Associated With Graduation From the Expanded Food and Nutrition Education Program,www.doi.org/10.1016/j.jneb.2016.04.004
dataset-026,10.1037/prj0000087,Psychiatric Rehabilitation Journal,The economic status of parents with serious mental illness in the United States.,www.doi.org/10.1037/prj0000087
dataset-026,10.1016/s0140-6736(19)30035-2,The Lancet,Challenges for immigrant health in the USA: the road to crisis,www.doi.org/10.1016/s0140-6736(19)30035-2
dataset-026,10.1007/s10995-018-2547-5,Maternal and Child Health Journal,What's Happening During Home Visits? Exploring the Relationship of Home Visiting Content and Dosage to Parenting Outcomes,www.doi.org/10.1007/s10995-018-2547-5
dataset-026,10.1080/10875549.2015.1094765,Journal of Poverty,SNAP Out of It: A Study of Low-Income Families' Underutilization of Food Stamps,www.doi.org/10.1080/10875549.2015.1094765
dataset-026,10.1007/978-3-319-31816-5_2669-1,"Global Encyclopedia of Public Administration, Public Policy, and Governance",The Poor and Social Policy,www.doi.org/10.1007/978-3-319-31816-5_2669-1
dataset-026,10.1016/j.jpubeco.2014.12.003,Journal of Public Economics,Nutrition and cognitive achievement: An evaluation of the School Breakfast Program,www.doi.org/10.1016/j.jpubeco.2014.12.003
dataset-026,10.1002/pam.21846,Journal of Policy Analysis and Management,"THE WAR ON POVERTY: MEASUREMENT, TRENDS, AND POLICY",www.doi.org/10.1002/pam.21846
dataset-026,10.1111/phn.12375,Public Health Nursing,Addressing the wicked problem of childhood trauma through a nursing and cooperative extension system collaboration,www.doi.org/10.1111/phn.12375
dataset-026,10.1016/j.ehb.2009.05.003,Economics & Human Biology,Does the U.S. Food Stamp Program contribute to adult weight gain?,www.doi.org/10.1016/j.ehb.2009.05.003
dataset-026,10.1542/peds.2013-4059,Pediatrics,"Children's Health Insurance Program (CHIP): Accomplishments, Challenges, and Policy Recommendations",www.doi.org/10.1542/peds.2013-4059
dataset-026,10.1016/j.jneb.2009.03.135,Journal of Nutrition Education and Behavior,Evaluation of a Community Nutrition Intervention to Decrease Hypertension Risk,www.doi.org/10.1016/j.jneb.2009.03.135
dataset-026,10.1353/foc.2011.0001,The Future of Children,"Demography of Immigrant Youth: Past, Present, and Future",www.doi.org/10.1353/foc.2011.0001
dataset-026,10.1177/0733464812463983,Journal of Applied Gerontology,The Needs and Use of Programs by Service Providers Working With Grandparents Raising Grandchildren,www.doi.org/10.1177/0733464812463983
dataset-026,10.1377/hlthaff.2014.0741,Health Affairs,Using Pay-For-Success To Increase Investment In The Nonmedical Determinants Of Health,www.doi.org/10.1377/hlthaff.2014.0741
dataset-026,10.1002/pam.21819,Journal of Policy Analysis and Management,THE U.S. SAFETY NET AND WORK INCENTIVES: THE GREAT RECESSION AND BEYOND,www.doi.org/10.1002/pam.21819
dataset-026,10.1016/j.acap.2016.01.011,Academic Pediatrics,Addressing Child Poverty: How Does the United States Compare With Other Nations?,www.doi.org/10.1016/j.acap.2016.01.011
dataset-026,10.1186/1479-5868-8-109,International Journal of Behavioral Nutrition and Physical Activity,Economic instruments for obesity prevention: results of a scoping review and modified delphi survey,www.doi.org/10.1186/1479-5868-8-109
dataset-026,10.1016/j.childyouth.2010.05.004,Children and Youth Services Review,Meeting children's basic needs: Introduction,www.doi.org/10.1016/j.childyouth.2010.05.004
dataset-026,10.1007/s11121-018-0925-2,Prevention Science,Impact of a Child Abuse Primary Prevention Strategy for New Mothers,www.doi.org/10.1007/s11121-018-0925-2
dataset-026,10.1177/0033354916689662,Public Health Reports,Human Services,www.doi.org/10.1177/0033354916689662
dataset-026,10.1002/pam.21821,Journal of Policy Analysis and Management,THE NEW EMPLOYMENT AND INCOME TAXES,www.doi.org/10.1002/pam.21821
dataset-026,10.1177/1096250616674332,Young Exceptional Children,Beyond Hoping for the Best: Home Visits in Impoverished Urban Areas,www.doi.org/10.1177/1096250616674332
dataset-026,10.1201/9781315365749-12,Food Security and Child Malnutrition,"Household Hardships, Public Programs, and Their Associations with the Health and Development of Very Young Children",www.doi.org/10.1201/9781315365749-12
dataset-026,10.1146/annurev-publhealth-032315-021545,Annual Review of Public Health,"Latino Immigrants, Acculturation, and Health: Promising New Directions in Research",www.doi.org/10.1146/annurev-publhealth-032315-021545
dataset-026,10.1080/10875549.2018.1460739,Journal of Poverty,TANF leavers and economic self-sufficiency: results from a study in Georgia,www.doi.org/10.1080/10875549.2018.1460739
dataset-026,10.1177/0033354917719706,Public Health Reports,Like Peas and Carrots: Combining Wellness Policy Implementation With Classroom Education for Obesity Prevention in the Childcare Setting,www.doi.org/10.1177/0033354917719706
dataset-026,10.1002/pam.20498,Journal of Policy Analysis and Management,Fighting poverty: Attentive policy can make a huge difference,www.doi.org/10.1002/pam.20498
dataset-026,10.1002/pam.20601,Journal of Policy Analysis and Management,The transformation of the Supplemental Nutrition Assistance Program,www.doi.org/10.1002/pam.20601
dataset-026,10.1002/pop4.203,Poverty & Public Policy,Anti-Poverty Effects of In-Kind Transfers Among Divorced or Separated Women in the United States,www.doi.org/10.1002/pop4.203
dataset-026,10.1016/j.socscimed.2017.08.031,Social Science & Medicine,"The land of the sick and the land of the healthy: Disability, bureaucracy, and stigma among people living with poverty and chronic illness in the United States",www.doi.org/10.1016/j.socscimed.2017.08.031
dataset-026,10.1016/j.ypmed.2013.01.018,Preventive Medicine,A farmers' market at a federally qualified health center improves fruit and vegetable intake among low-income diabetics,www.doi.org/10.1016/j.ypmed.2013.01.018
dataset-026,10.1080/10796126.2014.891973,Journal of Children and Poverty,Understanding the link between poverty and food insecurity among children: Does the definition of poverty matter?,www.doi.org/10.1080/10796126.2014.891973
dataset-026,10.1080/19320248.2016.1157554,Journal of Hunger & Environmental Nutrition,Exploring Long-term Food Pantry Use: Differences Between Persistent and Prolonged Typologies of Use,www.doi.org/10.1080/19320248.2016.1157554
dataset-026,10.1080/10875549.2019.1587658,Journal of Poverty,"Predicting Paternalism: Welfare Asset Limits and State-Level Demographic, Economic, and Political Factors",www.doi.org/10.1080/10875549.2019.1587658
dataset-026,10.1007/s11113-015-9373-x,Population Research and Policy Review,"Supplemental Nutrition Assistance Program (SNAP) Use Among Active-Duty Military Personnel, Veterans, and Reservists",www.doi.org/10.1007/s11113-015-9373-x
dataset-026,10.1016/j.jhealeco.2018.11.005,Journal of Health Economics,The unintended effects of place based programs: Fertility and health effects of urban empowerment zones,www.doi.org/10.1016/j.jhealeco.2018.11.005
dataset-026,10.1353/hpu.2019.0021,Journal of Health Care for the Poor and Underserved,Improving Medicaid Access in Times of Health Policy Change: Solutions from Focus Groups with Frontline Enrollment Workers,www.doi.org/10.1353/hpu.2019.0021
dataset-026,10.1080/01488376.2016.1153564,Journal of Social Service Research,State Policy Choices and Responsiveness of the Temporary Assistance for Needy Families Program During the Great Recession,www.doi.org/10.1080/01488376.2016.1153564
dataset-026,10.1111/ssqu.12566,Social Science Quarterly,Do State-Customized TANF Work Policies Actually Reduce Unemployment?*,www.doi.org/10.1111/ssqu.12566
dataset-026,10.1177/0731121416656843,Sociological Perspectives,Logics of Redistribution,www.doi.org/10.1177/0731121416656843
dataset-026,10.1007/s10900-019-00675-0,Journal of Community Health,Combating Child Summer Food Insecurity: Examination of a Community-Based Mobile Meal Program,www.doi.org/10.1007/s10900-019-00675-0
dataset-026,10.1016/j.ehb.2010.10.003,Economics & Human Biology,Can Food Stamps help to reduce Medicare spending on diabetes?,www.doi.org/10.1016/j.ehb.2010.10.003
dataset-026,10.1080/19320248.2016.1146194,Journal of Hunger & Environmental Nutrition,What Factors Influence SNAP Participation? Literature Reflecting Enrollment in Food Assistance Programs From a Social and Behavioral Science Perspective,www.doi.org/10.1080/19320248.2016.1146194
dataset-026,10.1080/01488376.2018.1479341,Journal of Social Service Research,Spatial Analyses of the Impact of Temporary Assistance for Needy Families on Child Neglect Caseloads During the Great Recession,www.doi.org/10.1080/01488376.2018.1479341
