dataset,doi,journal ,title,url
dataset-026,10.1016/j.appet.2013.10.016,Appetite,"Diurnal cortisol pattern, eating behaviors and overweight in low-income preschool-aged children",www.doi.org/10.1016/j.appet.2013.10.016
dataset-026,10.1146/annurev-publhealth-040218-044115,Annual Review of Public Health,Policies of Exclusion: Implications for the Health of Immigrants and Their Children,www.doi.org/10.1146/annurev-publhealth-040218-044115
dataset-026,10.1016/j.pmedr.2018.02.018,Preventive Medicine Reports,Family food purchases of high- and low-calorie foods in full-service supermarkets and other food retailers by Black women in an urban US setting,www.doi.org/10.1016/j.pmedr.2018.02.018
dataset-026,10.1016/j.childyouth.2014.04.003,Children and Youth Services Review,From multiple program participation to disconnection: Changing trajectories of TANF and SNAP beneficiaries in Wisconsin,www.doi.org/10.1016/j.childyouth.2014.04.003
dataset-026,10.1080/19320248.2016.1255694,Journal of Hunger & Environmental Nutrition,Using Andersen's Behavioral Model to Predict Participation in the Supplemental Nutrition Assistance Program (SNAP) Among US Adults,www.doi.org/10.1080/19320248.2016.1255694
dataset-026,10.1017/s1368980018000964,Public Health Nutrition,Caregiver perceptions of a fruit and vegetable prescription programme for low-income paediatric patients,www.doi.org/10.1017/s1368980018000964
dataset-026,10.1002/j.2379-3988.2015.tb00082.x,Social Policy Report,Federal Expenditures on Children: What Budget Policy Means for Children's Policy and commentaries,www.doi.org/10.1002/j.2379-3988.2015.tb00082.x
dataset-026,10.1002/pop4.195,Poverty & Public Policy,Focus on Welfare-Reform: More Thoughtful Analysis From a Conservative,www.doi.org/10.1002/pop4.195
dataset-026,10.1089/jwh.2016.5872,Journal of Women's Health,Antenatal Stressful Life Events and Postpartum Depressive Symptoms in the United States: The Role of Women's Socioeconomic Status Indices at the State Level,www.doi.org/10.1089/jwh.2016.5872
dataset-026,10.1080/07399332.2017.1367795,Health Care For Women International,A trauma-informed examination of the hardships experienced by abortion fund patients in the United States,www.doi.org/10.1080/07399332.2017.1367795
dataset-026,10.1007/s10903-018-0817-3,Journal of Immigrant and Minority Health,"Food Insecurity, Cardiometabolic Health, and Health Care in U.S.-Mexico Border Immigrant Adults: An Exploratory Study",www.doi.org/10.1007/s10903-018-0817-3
dataset-026,10.1080/10875549.2015.1094770,Journal of Poverty,The Great Recession and SNAP Caseloads: A Tale of Two States,www.doi.org/10.1080/10875549.2015.1094770
dataset-026,10.1002/pop4.171,Poverty & Public Policy,The TANF Resources Problem,www.doi.org/10.1002/pop4.171
dataset-026,10.1080/15332640.2017.1404956,Journal of Ethnicity in Substance Abuse,Influence of social and neighborhood contexts on smoking cessation among urban minorities,www.doi.org/10.1080/15332640.2017.1404956
dataset-026,10.1016/j.ssresearch.2014.11.017,Social Science Research,Material hardship and 529 college savings plan participation: The mitigating effects of Child Development Accounts,www.doi.org/10.1016/j.ssresearch.2014.11.017
dataset-026,10.1001/jamapediatrics.2017.4301,JAMA Pediatrics,"Trends in Severe Obesity Among Children Aged 2 to 4 Years Enrolled in Special Supplemental Nutrition Program for Women, Infants, and Children From 2000 to 2014",www.doi.org/10.1001/jamapediatrics.2017.4301
dataset-026,10.1080/01488376.2015.1109576,Journal of Social Service Research,Getting Help from 2-1-1: A Statewide Study of Referral Outcomes,www.doi.org/10.1080/01488376.2015.1109576
dataset-026,10.1542/peds.2017-0297,Pediatrics,Adverse Childhood Experiences Among Hispanic Children in Immigrant Families Versus US-Native Families,www.doi.org/10.1542/peds.2017-0297
dataset-026,10.1186/s12939-018-0877-y,International Journal for Equity in Health,Spillover benefit of improved access to healthcare on reducing worry about housing and meal affordability,www.doi.org/10.1186/s12939-018-0877-y
dataset-026,10.1016/j.puhe.2018.11.011,Public Health,Food insufficiency and children with special healthcare needs,www.doi.org/10.1016/j.puhe.2018.11.011
dataset-026,10.1002/pam.21741,Journal of Policy Analysis and Management,Making Ends Meet After Prison,www.doi.org/10.1002/pam.21741
dataset-026,10.1016/j.annepidem.2016.11.012,Annals of Epidemiology,Receipt of public assistance during childhood and hypertension risk in adulthood,www.doi.org/10.1016/j.annepidem.2016.11.012
dataset-026,10.1145/2307729.2307742,Proceedings of the 13th Annual International Conference on Digital Government Research - dg.o '12,e-government legislation meets the poverty threshold: issues for the economically disadvantaged,www.doi.org/10.1145/2307729.2307742
dataset-026,10.1080/07448481.2018.1431901,Journal of American College Health,Unmet demand for short-acting hormonal and long-acting reversible contraception among community college students in Texas,www.doi.org/10.1080/07448481.2018.1431901
dataset-026,10.1080/15332640.2017.1371657,Journal of Ethnicity in Substance Abuse,"Children exposed to alcohol-related problems and DSM-5 alcohol use disorder in San Juan, Puerto Rico",www.doi.org/10.1080/15332640.2017.1371657
dataset-026,10.2202/1944-2858.1087,Poverty & Public Policy,Welfare Reform in the U.S.: A Policy Overview Analysis,www.doi.org/10.2202/1944-2858.1087
dataset-026,10.1016/j.jhealeco.2013.06.005,Journal of Health Economics,The poverty-reducing effect of Medicaid,www.doi.org/10.1016/j.jhealeco.2013.06.005
dataset-026,10.4179/nlf.211.0000006,New Labor Forum,The Feminization of Austerity,www.doi.org/10.4179/nlf.211.0000006
dataset-026,10.1080/10875549.2015.1015069,Journal of Poverty,Why Do Eligible Households Not Participate in Public Antipoverty Programs?: A Review,www.doi.org/10.1080/10875549.2015.1015069
dataset-026,10.1016/j.jand.2018.03.005,Journal of the Academy of Nutrition and Dietetics,"Position of the Academy of Nutrition and Dietetics, Society for Nutrition Education and Behavior, and School Nutrition Association: Comprehensive Nutrition Programs and Services in Schools",www.doi.org/10.1016/j.jand.2018.03.005
dataset-026,10.1016/j.jand.2016.07.020,Journal of the Academy of Nutrition and Dietetics,"The Special Supplemental Nutrition Program for Women, Infants, and Children Fresh Start Randomized Controlled Trial: Baseline Participant Characteristics and Reliability of Measures",www.doi.org/10.1016/j.jand.2016.07.020
dataset-026,10.1016/j.jneb.2018.03.001,Journal of Nutrition Education and Behavior,"Position of the Academy of Nutrition and Dietetics, Society for Nutrition Education and Behavior, and School Nutrition Association: Comprehensive Nutrition Programs and Services in Schools",www.doi.org/10.1016/j.jneb.2018.03.001
dataset-026,10.1007/s10903-015-0229-6,Journal of Immigrant and Minority Health,Economic Hardship and Depression Among Women in Latino Farmworker Families,www.doi.org/10.1007/s10903-015-0229-6
dataset-026,10.1057/9781137482372_7,A Fragile Balance,Enhancing Financial Capability: TANF Bank Accounts,www.doi.org/10.1057/9781137482372_7
dataset-026,10.5304/jafscd.2018.081.010,Journal of Agriculture Food Systems and Community Development,Evaluating Barriers to SNAP/EBT Acceptance in Farmers Markets: A Survey of Farmers,www.doi.org/10.5304/jafscd.2018.081.010
dataset-026,10.1353/foc.2015.0004,The Future of Children,Food Assistance Programs and Child Health,www.doi.org/10.1353/foc.2015.0004
dataset-026,10.1111/j.1465-7287.2010.00246.x,Contemporary Economic Policy,SUPPLEMENTAL NUTRITION ASSISTANCE PROGRAM PARTICIPATION AND HEALTH: EVIDENCE FROM LOW INCOME INDIVIDUALS IN TENNESSEE,www.doi.org/10.1111/j.1465-7287.2010.00246.x
dataset-026,10.1016/j.ssresearch.2011.10.001,Social Science Research,Understanding the geography of food stamp program participation: Do space and place matter?,www.doi.org/10.1016/j.ssresearch.2011.10.001
dataset-026,10.1353/foc.2011.0006,The Future of Children,Poverty and Program Participation among Immigrant Children,www.doi.org/10.1353/foc.2011.0006
dataset-026,10.1016/j.jhealeco.2019.02.003,Journal of Health Economics,Contemporaneous and Long-term Effects of Childrens' Public Health Insurance Expansions on Supplemental Security Income Participation,www.doi.org/10.1016/j.jhealeco.2019.02.003
dataset-026,10.1007/s11113-018-9481-5,Population Research and Policy Review,SNAP Benefits and Pregnancy-Related Emergency Room Visits,www.doi.org/10.1007/s11113-018-9481-5
dataset-026,10.1080/01488376.2016.1235070,Journal of Social Service Research,"Racial Disparities in Welfare Dependence and Financial Independence: Links to Human Capital, Local Economy, and State Temporary Assistance for Needy Families Policies",www.doi.org/10.1080/01488376.2016.1235070
dataset-026,10.1016/j.ssresearch.2016.03.001,Social Science Research,Reversing welfare reform? Immigrant restoration efforts and food stamp receipt among Mexican immigrant families,www.doi.org/10.1016/j.ssresearch.2016.03.001
dataset-026,10.1080/19320248.2018.1465002,Journal of Hunger & Environmental Nutrition,"SNAP benefit levels and enrollment rates by race and place: evidence from Georgia, 2007-2013",www.doi.org/10.1080/19320248.2018.1465002
dataset-026,10.1002/pop4.175,Poverty & Public Policy,Restoring the Entrails of Welfare Reform,www.doi.org/10.1002/pop4.175
dataset-026,10.1146/annurev-publhealth-031811-124658,Annual Review of Public Health,"Health Inequalities: Trends, Progress, and Policy",www.doi.org/10.1146/annurev-publhealth-031811-124658
dataset-026,10.1002/ajpa.22161,American Journal of Physical Anthropology,Coping and the biosocial consequences of food insecurity in the 21st century,www.doi.org/10.1002/ajpa.22161
dataset-026,10.1016/j.jand.2018.08.167,Journal of the Academy of Nutrition and Dietetics,Integrating Healthy Eating into Evidence-Based Home Visiting Models: An Analysis of Programs and Opportunities for Dietetic Practice,www.doi.org/10.1016/j.jand.2018.08.167
dataset-026,10.1007/s10995-013-1224-y,Maternal and Child Health Journal,Prevalence and Risk Factors for Postpartum Depressive Symptoms Among Women Enrolled in WIC,www.doi.org/10.1007/s10995-013-1224-y
dataset-026,10.5304/jafscd.2016.071.003,Journal of Agriculture Food Systems and Community Development,Effectiveness of a SNAP-Ed Nutrition Education Booth at Farmers Markets,www.doi.org/10.5304/jafscd.2016.071.003
dataset-026,10.1002/pop4.148,Poverty & Public Policy,Poverty in the United States: A Review of Relevant Programs,www.doi.org/10.1002/pop4.148
dataset-026,10.7312/kess18034-006,Democracy and the Welfare State,Privatization and Self-Responsibility Patterns of Welfare-State Development in Europe and the United States Since the 1990s,www.doi.org/10.7312/kess18034-006
dataset-026,10.1177/1049731515589373,Research on Social Work Practice,Reconceiving SNAP,www.doi.org/10.1177/1049731515589373
dataset-026,10.1787/soc_glance-2016-20-en,Society at a Glance,Recipients of out-of-work benefits,www.doi.org/10.1787/soc_glance-2016-20-en
dataset-026,10.2753/jei0021-3624430414,Journal of Economic Issues,,www.doi.org/10.2753/jei0021-3624430414
dataset-026,10.1002/pop4.162,Poverty & Public Policy,Progressive State Taxes and Welfare,www.doi.org/10.1002/pop4.162
dataset-026,10.1177/0002716214531385,The Annals of the American Academy of Political and Social Science,Family Complexity,www.doi.org/10.1177/0002716214531385
dataset-026,10.1016/j.giq.2013.04.002,Government Information Quarterly,e-Government legislation: Implementation issues for programs for low-income people,www.doi.org/10.1016/j.giq.2013.04.002
dataset-026,10.1177/00197939140670s306,ILR Review,Labor Market Analysis and Labor Policymaking in the Nation's Capital,www.doi.org/10.1177/00197939140670s306
dataset-026,10.1111/jora.12272,Journal of Research on Adolescence,Unauthorized Status and Youth Development in the United States: Consensus Statement of the Society for Research on Adolescence,www.doi.org/10.1111/jora.12272
dataset-026,10.1002/j.2379-3988.2011.tb00068.x,Social Policy Report,Household Food Insecurity: Serious Concerns for Child Development and commentaries,www.doi.org/10.1002/j.2379-3988.2011.tb00068.x
dataset-026,10.23889/ijpds.v3i5.1078,International Journal for Population Data Science,"The Use of Blended Data to Improve Public Assistance Programs: Results from a Partnership between the U.S. Census Bureau, USDA, and State Program Agencies",www.doi.org/10.23889/ijpds.v3i5.1078
dataset-026,10.1002/9781118625392.wbecp118,The Encyclopedia of Clinical Psychology,Kinship Care,www.doi.org/10.1002/9781118625392.wbecp118
dataset-026,10.1080/15575330.2014.991410,Community Development,Place-based economic development: examining the relationship between the US Supplemental Nutrition Assistance Program and farmers markets in Mississippi,www.doi.org/10.1080/15575330.2014.991410
dataset-026,10.1177/1532440018775424,State Politics & Policy Quarterly,Less Bang for Your Buck? How Social Capital Constrains the Effectiveness of Social Welfare Spending,www.doi.org/10.1177/1532440018775424
dataset-026,10.3233/jem-2011-0349,Journal of Economic and Social Measurement,Asset and reporting policies in the Supplemental Nutrition Assistance Program,www.doi.org/10.3233/jem-2011-0349
dataset-026,10.1007/s10488-015-0632-2,Administration and Policy in Mental Health and Mental Health Services Research,Mental Health and Substance Abuse Service Engagement by Men and Women During Community Reentry Following Incarceration,www.doi.org/10.1007/s10488-015-0632-2
dataset-026,10.1016/j.ecresq.2017.07.002,Early Childhood Research Quarterly,The selection of preschool for immigrant and native-born Latino families in the United States,www.doi.org/10.1016/j.ecresq.2017.07.002
dataset-026,10.1007/s10754-014-9142-0,International Journal of Health Economics and Management,The US healthcare workforce and the labor market effect on healthcare spending and health outcomes,www.doi.org/10.1007/s10754-014-9142-0
dataset-026,10.1056/nejmp1603516,New England Journal of Medicine,Saving Tiny Tim: Pediatrics and Childhood Poverty in the United States,www.doi.org/10.1056/nejmp1603516
dataset-026,10.1017/s1368980014000433,Public Health Nutrition,Factors associated with alcohol consumption patterns in a Puerto Rican urban cohort,www.doi.org/10.1017/s1368980014000433
dataset-026,10.1377/hlthaff.2015.0814,Health Affairs,"Variation In Health Outcomes: The Role Of Spending On Social Services, Public Health, And Health Care, 2000-09",www.doi.org/10.1377/hlthaff.2015.0814
dataset-026,10.1007/s11113-013-9310-9,Population Research and Policy Review,The Great Recession and the Changing Geography of Food Stamp Receipt,www.doi.org/10.1007/s11113-013-9310-9
dataset-026,10.1186/s12889-017-4363-z,BMC Public Health,The health and healthcare impact of providing insurance coverage to uninsured children: A prospective observational study,www.doi.org/10.1186/s12889-017-4363-z
dataset-026,10.1016/j.foodpol.2018.01.010,Food Policy,In-kind benefits and household behavior: The impact of SNAP on food-away-from-home consumption,www.doi.org/10.1016/j.foodpol.2018.01.010
dataset-026,10.1080/10502556.2012.725354,Journal of Divorce & Remarriage,Economic Costs and Policy Implications Associated With Divorce: Texas as a Case Study,www.doi.org/10.1080/10502556.2012.725354
dataset-026,10.1016/j.pcl.2015.08.006,Pediatric Clinics of North America,"Caring for Children in Immigrant Families Vulnerabilities, Resilience, and Opportunities",www.doi.org/10.1016/j.pcl.2015.08.006
dataset-026,10.1016/j.erss.2015.04.010,Energy Research & Social Science,Benefit or burden? Perceptions of energy efficiency efforts among low-income housing residents in New York City,www.doi.org/10.1016/j.erss.2015.04.010
dataset-026,10.1542/peds.2017-3608,Pediatrics,Free Tax Services in Pediatric Clinics,www.doi.org/10.1542/peds.2017-3608
dataset-026,10.1177/1044207312474308,Journal of Disability Policy Studies,Participation in Safety-Net Programs and the Utilization of Employment Services Among Working-Age Persons With Disabilities,www.doi.org/10.1177/1044207312474308
dataset-026,10.1002/pop4.164,Poverty & Public Policy,"How Successful Has TANF Been? Taking Seriously a Thoughtful Analysis From the Right, With a Tip of the Hat to Peter the Citizen",www.doi.org/10.1002/pop4.164
dataset-026,10.1016/j.whi.2019.01.006,Women's Health Issues,Multiple Job Holding and Mental Health among Low-Income Mothers,www.doi.org/10.1016/j.whi.2019.01.006
dataset-026,10.1080/01634372.2015.1019657,Journal of Gerontological Social Work,Economic Well-Being Among Older-Adult Households: Variation by Veteran and Disability Status,www.doi.org/10.1080/01634372.2015.1019657
dataset-026,10.1017/s1068280500005074,Agricultural and Resource Economics Review,Supplemental Nutrition Assistance Program Participation and Local Program Outreach and Eligibility Services,www.doi.org/10.1017/s1068280500005074
dataset-026,10.1007/978-3-319-76048-3,SpringerBriefs in Public Health,Identifying and Addressing Childhood Food Insecurity in Healthcare and Community Settings,www.doi.org/10.1007/978-3-319-76048-3
dataset-026,10.1111/jlme.12104,The Journal of Law Medicine & Ethics,Obesity Prevention in the Early Care and Education Setting: Successful Initiatives across a Spectrum of Opportunities,www.doi.org/10.1111/jlme.12104
dataset-026,10.1016/j.jneb.2016.10.011,Journal of Nutrition Education and Behavior,Exploring the Parents' Attitudes and Perceptions About School Breakfast to Understand Why Participation Is Low in a Rural Midwest State,www.doi.org/10.1016/j.jneb.2016.10.011
dataset-026,10.1080/00036846.2014.929623,Applied Economics,If at first you don't succeed: applying for and staying on the Supplemental Nutrition Assistance Program,www.doi.org/10.1080/00036846.2014.929623
dataset-026,10.1016/j.jneb.2017.10.008,Journal of Nutrition Education and Behavior,The Nutrition Literacy Assessment Instrument is a Valid and Reliable Measure of Nutrition Literacy in Adults with Chronic Disease,www.doi.org/10.1016/j.jneb.2017.10.008
dataset-026,10.1016/j.acap.2017.04.015,Academic Pediatrics,Road to the Future: Priorities for Child Health Services Research,www.doi.org/10.1016/j.acap.2017.04.015
dataset-026,10.1007/s10826-017-0779-4,Journal of Child and Family Studies,An Evaluation of a Dollar-for-Dollar Match Program at Farmers' Markets for Families Using Supplemental Nutrition Assistance Program Benefits,www.doi.org/10.1007/s10826-017-0779-4
dataset-026,10.1377/hlthaff.2017.0331,Health Affairs,Estimating The Effects Of Health Insurance And Other Social Programs On Poverty Under The Affordable Care Act,www.doi.org/10.1377/hlthaff.2017.0331
dataset-026,10.1016/j.ssresearch.2015.04.007,Social Science Research,Immigrant use of public assistance and mode of entry: Demographics versus dependence,www.doi.org/10.1016/j.ssresearch.2015.04.007
dataset-026,10.1146/annurev-soc-060116-053300,Annual Review of Sociology,The Social Safety Net after Welfare Reform: Recent Developments and Consequences for Household Dynamics,www.doi.org/10.1146/annurev-soc-060116-053300
dataset-026,10.1097/dbp.0000000000000462,Journal of Developmental and Behavioral Pediatrics,Conferring Disadvantage,www.doi.org/10.1097/dbp.0000000000000462
dataset-026,10.1057/9781137482372,,"A Fragile Balance, Emergency Savings and Liquid Resources for Low-Income Consumers",www.doi.org/10.1057/9781137482372
dataset-026,10.1093/aje/kws187,American Journal of Epidemiology,Individual- and School-Level Sociodemographic Predictors of Obesity Among New York City Public School Children,www.doi.org/10.1093/aje/kws187
dataset-026,10.2753/jei0021-3624460304,Journal of Economic Issues,State Immigration Legislation and SNAP Take-Up Among Immigrant Families with Children,www.doi.org/10.2753/jei0021-3624460304
dataset-026,10.1007/s11205-018-02053-0,Social Indicators Research,The Effect of Benefit Underreporting on Estimates of Poverty in the United States,www.doi.org/10.1007/s11205-018-02053-0
dataset-026,10.1080/15588742.2016.1222924,Journal of Policy Practice,Financial Strain and Participation in the Supplemental Nutrition Assistance Program,www.doi.org/10.1080/15588742.2016.1222924
dataset-026,10.1007/s11524-015-9984-x,Journal of Urban Health,"Constrained, Convenient, and Symbolic Consumption: Neighborhood Food Environments and Economic Coping Strategies among the Urban Poor",www.doi.org/10.1007/s11524-015-9984-x
dataset-026,10.1016/j.foodpol.2010.05.010,Food Policy,The effects of SNAP and WIC programs on nutrient intakes of children,www.doi.org/10.1016/j.foodpol.2010.05.010
dataset-026,10.1007/s11150-014-9270-9,Review of Economics of the Household,Food assistance and family routines in three American Cities,www.doi.org/10.1007/s11150-014-9270-9
dataset-026,10.1542/peds.2013-2145,Pediatrics,"Incidence of Obesity Among Young US Children Living in Low-Income Families, 2008-2011",www.doi.org/10.1542/peds.2013-2145
dataset-026,10.4324/9781315081908,,Building an Opportunity Society,www.doi.org/10.4324/9781315081908
dataset-026,10.1007/978-94-017-7288-4,,Population Change in the United States,www.doi.org/10.1007/978-94-017-7288-4
dataset-026,10.1016/j.jneb.2013.07.013,Journal of Nutrition Education and Behavior,Understanding African American Women's Decisions to Buy and Eat Dark Green Leafy Vegetables: An Application of the Reasoned Action Approach,www.doi.org/10.1016/j.jneb.2013.07.013
dataset-026,10.1016/j.jpubeco.2013.03.009,Journal of Public Economics,WIC in your neighborhood: New evidence on the impacts of geographic access to clinics,www.doi.org/10.1016/j.jpubeco.2013.03.009
dataset-026,10.1097/phh.0000000000000286,Journal of Public Health Management and Practice,High School Completion Programs,www.doi.org/10.1097/phh.0000000000000286
dataset-026,10.1080/10522158.2013.834022,Journal of Family Social Work,Identifying Unmet Needs: Recommendations for Creating a Model Kinship Subsidy Program,www.doi.org/10.1080/10522158.2013.834022
dataset-026,10.1080/19320248.2014.962779,Journal of Hunger & Environmental Nutrition,"Nativity, Not Acculturation, Predicts SNAP Usage Among Low-income Hispanics With Food Insecurity",www.doi.org/10.1080/19320248.2014.962779
dataset-026,10.3233/npm-15814098,Journal of Neonatal-Perinatal Medicine,Born early and born poor: An eco-bio-developmental model for poverty and preterm birth,www.doi.org/10.3233/npm-15814098
dataset-026,10.1007/978-1-4419-7674-1,International Series on Consumer Science,"U.S. Social Welfare Reform, Policy Transitions from 1981 to the Present",www.doi.org/10.1007/978-1-4419-7674-1
dataset-026,10.1080/15588742.2017.1344603,Journal of Policy Practice,How Means-Tested Transfer Programs Respond to Household Earned-Income Increases: Policy and Practice,www.doi.org/10.1080/15588742.2017.1344603
dataset-026,10.1177/1077559514562066,Child Maltreatment,Report of the APSAC Task Force on Evidence-Based Service Planning Guidelines for Child Welfare,www.doi.org/10.1177/1077559514562066
dataset-026,10.1606/1044-3894.4153,Families in Society The Journal of Contemporary Social Services,Lost Leavers: Uncovering the Circumstances of those without Welfare and without Work,www.doi.org/10.1606/1044-3894.4153
dataset-026,10.1108/s0147-912120140000039006,Research in Labor Economics,The Impact of Temporary Assistance Programs on Disability Rolls and Re-employment Abstract Notes Acknowledgments,www.doi.org/10.1108/s0147-912120140000039006
dataset-026,10.1016/j.jpolmod.2016.05.003,Journal of Policy Modeling,Supplemental Nutrition Assistance Program and food insecurity among families with children,www.doi.org/10.1016/j.jpolmod.2016.05.003
dataset-026,10.4337/9781782549437.00013,Labour Administration in Uncertain Times,Active labour market policies and programmes in Japan and the USA: will East meet West?,www.doi.org/10.4337/9781782549437.00013
dataset-026,10.1111/ssqu.12450,Social Science Quarterly,New Social Program Participation During the Great Recession: The Case of SNAP*,www.doi.org/10.1111/ssqu.12450
dataset-026,10.1177/0002716216678391,The Annals of the American Academy of Political and Social Science,Linking Federal Surveys with Administrative Data to Improve Research on Families,www.doi.org/10.1177/0002716216678391
dataset-026,10.1080/19320248.2010.527277,Journal of Hunger & Environmental Nutrition,Food Insecurity After Leaving SNAP,www.doi.org/10.1080/19320248.2010.527277
dataset-026,10.1080/19320248.2015.1045674,Journal of Hunger & Environmental Nutrition,The Georgia WIC Farmers' Market Nutrition Program's Influence on Fruit and Vegetable Intake and Nutrition Knowledge and Competencies Among Urban African American Women and Children,www.doi.org/10.1080/19320248.2015.1045674
dataset-026,10.1111/padr.12227,Population and Development Review,Living Arrangements and Household Complexity among Undocumented Immigrants,www.doi.org/10.1111/padr.12227
dataset-026,10.1177/0002716210394774,The Annals of the American Academy of Political and Social Science,"Young Disadvantaged Men: Fathers, Families, Poverty, and Policy",www.doi.org/10.1177/0002716210394774
dataset-026,10.1080/05775132.2018.1543679,Challenge,11 Ways American Workers Are Falling Behind the Rest of the World,www.doi.org/10.1080/05775132.2018.1543679
dataset-026,10.1016/j.jhealeco.2018.10.004,Journal of Health Economics,Unemployment Insurance and Cigarette Smoking,www.doi.org/10.1016/j.jhealeco.2018.10.004
dataset-026,10.1017/s1068280500004160,Agricultural and Resource Economics Review,"The Supplemental Nutrition Assistance Program, Financial Stress, and Childhood Obesity",www.doi.org/10.1017/s1068280500004160
dataset-026,10.1057/9781137476630_6,Poverty in the United States,Supplemental Nutrition Assistance Program and the Earned Income Tax Credit,www.doi.org/10.1057/9781137476630_6
dataset-026,10.1002/soej.12171,Southern Economic Journal,The Impact of SNAP on Material Hardships: Evidence From Broad-Based Categorical Eligibility Expansions,www.doi.org/10.1002/soej.12171
dataset-026,10.1080/15588742.2016.1191268,Journal of Policy Practice,Characteristics of Low-Income Able-Bodied Adults Without Dependents: Implications for Public Policy,www.doi.org/10.1080/15588742.2016.1191268
dataset-026,10.7312/dett17284-005,Immigrant and Refugee Children and Families,Federal Policy Implications for Immigrant Children and Families,www.doi.org/10.7312/dett17284-005
dataset-026,10.1007/s10834-016-9492-5,Journal of Family and Economic Issues,Government Subsidies and Household Debt Burden After the Great Recession,www.doi.org/10.1007/s10834-016-9492-5
dataset-026,10.1002/soej.12135,Southern Economic Journal,The Impact of SNAP Vehicle Asset Limits on Household Asset Allocation,www.doi.org/10.1002/soej.12135
dataset-026,10.1016/j.foodpol.2016.10.002,Food Policy,Do SNAP participants expand non-food spending when they receive more SNAP Benefits?Evidence from the 2009 SNAP benefits increase,www.doi.org/10.1016/j.foodpol.2016.10.002
dataset-026,10.1111/ssqu.12226,Social Science Quarterly,Bundling Public and Charitable Supports to Cope with the Effects of the Great Recession*,www.doi.org/10.1111/ssqu.12226
dataset-026,10.1016/j.cppeds.2010.08.002,Current Problems in Pediatric and Adolescent Health Care,Childhood Poverty and the Social Safety Net,www.doi.org/10.1016/j.cppeds.2010.08.002
dataset-026,10.1201/9781315365763-12,Food Insecurity and Disease,Obesity Prevention and National Food Security: A Food Systems Approach,www.doi.org/10.1201/9781315365763-12