title,url,authors,doi,journal,search_term,dataset_id
Assessment of cloud properties from the reanalysis with satellite observations over East Asia,https://www.atmos-meas-tech-discuss.net/amt-2019-223/,"Yao, Bin, Liu, Chao, Yin, Yan, Liu, Zhiquan, Shi, Chunxiang, Iwabuchi, Hironobu, Weng, Fuzhong",10.5194/amt-2019-223,,ERA5 Reanalysis,dataset-666
Evaluation of the ERA5 reanalysis as a potential reference dataset for hydrological modeling over North-America,https://www.hydrol-earth-syst-sci-discuss.net/hess-2019-316/,"Tarek, Mostafa, Brissette, François P., Arsenault, Richard",10.5194/hess-2019-316,,ERA5 Reanalysis,dataset-666
Brief communication: Interest of a regional climate model against ERA5 to simulate the near-surface climate of the Greenland ice sheet,https://www.the-cryosphere-discuss.net/tc-2019-96/,"Delhasse, Alison, Kittel, Christoph, Amory, Charles, Hofer, Stefan, Fettweis, Xavier",10.5194/tc-2019-96,,ERA5 Reanalysis,dataset-666
"A Validation of ERA5 Reanalysis Data in the Southern Antarctic Peninsula—Ellsworth Land Region, and Its Implications for Ice Core Studies",https://www.mdpi.com/2076-3263/9/7/289,"Tetzner, Dieter, Thomas, Liz, Allen, Claire",10.3390/geosciences9070289,Geosciences,ERA5 Reanalysis,dataset-666
Extreme variability in Irminger Sea winter heat loss Revealed by ocean observatories initiative mooring and the ERA5 Reanalysis,http://dx.doi.org/10.1029/2018GL080956,"Josey, S.A., de Jong, M.F., Oltmanns, M., Moore, G.K., Weller, R.A.",10.1029/2018GL080956,,ERA5 Reanalysis,dataset-666
From ERA-Interim to ERA5: the considerable impact of ECMWF's next-generation reanalysis on Lagrangian transport simulations,http://juser.fz-juelich.de/record/861315,"Hoffmann, Lars, Günther, Gebhard, Wright, Jonathon S., Li, Dan, Stein, Olaf, Wu, Xue, Griessbach, Sabine, Heng, Yi, Konopka, Paul, Müller, Rolf, Vogel, Bärbel",10.5194/acp-19-3097-2019,Atmospheric Chemistry and Physics,ERA5 Reanalysis,dataset-666
ERA5: The new champion of wind power modelling?,http://urn.kb.se/resolve?urn=urn:nbn:se:kth:diva-226569,"Olauson, Jon",10.1016/j.renene.2018.03.056,,ERA5 Reanalysis,dataset-666
Evaluation of global horizontal irradiance estimates from ERA5 and COSMO-REA6 reanalyses using ground and satellite-based data,http://hdl.handle.net/10138/235285,"Urraca, Ruben, Huld, Thomas, Gracia-Amillo, Ana, Martinez-de-Pison, Francisco Javier, Kaspar, Frank, Sanz-Garcia, Andres",10.1016/j.solener.2018.02.059,,ERA5 Reanalysis,dataset-666
Advancing global storm surge modelling using the new ERA5 climate reanalysis,https://research.vu.nl/en/publications/7245016c-6a24-468e-a882-4037165ca497,"Dullaart, Job C.M., Muis, Sanne, Bloemendaal, Nadia, Aerts, Jeroen C.J.H.",,,ERA5 Reanalysis,dataset-666
A Global Hourly Solar Radiation Data Set Using Satellite and Reanalysis Data,http://dx.doi.org/10.4229/eupvsec20172017-6bv.3.4,"Huld, T., Urraca Valle, R., Gracia Amillo, A.M., Trentmann, J.",10.4229/eupvsec20172017-6bv.3.4,,ERA5 Reanalysis,dataset-666
Development and Evaluation of an Ensemble‐Based Data Assimilation System for Regional Reanalysis Over the Tibetan Plateau and Surrounding Regions,http://europepmc.org/articles/PMC6853211,"He, Jie, Zhang, Fuqing, Chen, Xingchao, Bao, Xinghua, Chen, Deliang, Kim, Hyun Mee, Lai, Hui‐Wen, Leung, L. Ruby, Ma, Xulin, Meng, Zhiyong, Ou, Tinghai, Xiao, Ziniu, Yang, Eun‐Gyeong, Yang, Kun",10.1029/2019MS001665,Journal of Advances in Modeling Earth Systems,ERA5 Reanalysis,dataset-666
Evaluation of Satellite and Reanalysis Precipitable Water Vapor Data Sets Against Radiosonde Observations in Central Asia,https://doi.org/10.1029/2019EA000654,"Jie Jiang, Tianjun Zhou, Wenxia Zhang",10.1029/2019EA000654,Earth and Space Science,ERA5 Reanalysis,dataset-666
Development and Evaluation of an Ensemble‐Based Data Assimilation System for Regional Reanalysis Over the Tibetan Plateau and Surrounding Regions,https://doi.org/10.1029/2019MS001665,"Jie He, Fuqing Zhang, Xingchao Chen, Xinghua Bao, Deliang Chen, Hyun Mee Kim, Hui‐Wen Lai, L. Ruby Leung, Xulin Ma, Zhiyong Meng, Tinghai Ou, Ziniu Xiao, Eun‐Gyeong Yang, Kun Yang",10.1029/2019MS001665,Journal of Advances in Modeling Earth Systems,ERA5 Reanalysis,dataset-666
Spatio-temporal variability of cloud cover types in West Africa with satellite-based and reanalysis data,http://www.documentation.ird.fr/hor/fdi:010077091,"Danso, D. K., Anquetin, S., Diedhiou, Arona, Lavaysse, Christophe, Kobea, A., Toure, N. E.",,,ERA5 Reanalysis,dataset-666
"Precipitable Water Vapor Retrieval and Analysis by Multiple Data Sources: Ground-Based GNSS, Radio Occultation, Radiosonde, Microwave Satellite, and NWP Reanalysis Data",http://dx.doi.org/10.1155/2018/3428303,"Zhang, Qin, Ye, Junhua, Zhang, Shuangcheng, Han, Fei",10.1155/2018/3428303,Journal of Sensors,ERA5 Reanalysis,dataset-666
"Evaluation of Synoptic Snowfall on the Antarctic Ice Sheet Based on CloudSat, In-Situ Observations and Atmospheric Reanalysis Datasets",https://www.mdpi.com/2072-4292/11/14/1686,"Yihui Liu, Fei Li, Weifeng Hao, Jean-Pierre Barriot, Yetang Wang",10.3390/rs11141686,Remote Sensing,ERA5 Reanalysis,dataset-666
A Study on the Assessment of Multi-Source Satellite Soil Moisture Products and Reanalysis Data for the Tibetan Plateau,http://dx.doi.org/10.3390/rs11101196,"Cheng, Meilin, Zhong, Lei, Ma, Yaoming, Zou, Mijun, Ge, Nan, Wang, Xian, Hu, Yuanyuan",10.3390/rs11101196,Remote Sensing,ERA5 Reanalysis,dataset-666
"Global reanalysis: goodbye ERA-Interim, hello ERA5",http://dx.doi.org/10.21957/vf291hehd7,"Hersbach, Hans, Bell, W, Berrisford, P., Horányi, Andras, J., Muñoz-Sabater, Nicolas, J., Radu, Raluca, Schepers, Dinand, Simmons, Adrian, Soci, Cornel, Dee, Dick",10.21957/vf291hehd7,,ERA5 Reanalysis,dataset-666
Towards a global dynamic wind atlas: Assessing the quality of MERRA-2 and ERA5 reanalysis for wind power simulation without and with bias-correcting using the Global Wind Atlas,http://dx.doi.org/10.13140/rg.2.2.14639.79520,"Gruber, Katharina, Schmidt, Johannes, Baumgartner, Johann, Klöckl, Claude, Regner, Peter",10.13140/rg.2.2.14639.79520,,ERA5 Reanalysis,dataset-666
Downscaling Era-5 Reanalysis Data For Coastal Climate Applications (And Evaluation Of Uncertainty Of Coastal Data),http://dx.doi.org/10.5281/zenodo.1053528,"Capecchi, Valerio",10.5281/zenodo.1053528,,ERA5 Reanalysis,dataset-666
Downscaling Era-5 Reanalysis Data For Coastal Climate Applications (And Evaluation Of Uncertainty Of Coastal Data),http://dx.doi.org/10.5281/zenodo.1053529,"Capecchi, Valerio",10.5281/zenodo.1053529,,ERA5 Reanalysis,dataset-666
Towards a Long-Term Reanalysis of Land Surface Variables over Western Africa: LDAS-Monde Applied over Burkina Faso from 2001 to 2018,http://dx.doi.org/10.3390/rs11060735,"Tall, Moustapha, Albergel, Clément, Bonan, Bertrand, Zheng, Yongjun, Guichard, Françoise, Dramé, Mamadou Simina, Gaye, Amadou Thierno, Sintondji, Luc Olivier, Hountondji, Fabien C. C., Nikiema, Pinghouinde Michel, Calvet, Jean-Christophe",10.3390/rs11060735,Remote Sensing,ERA5 Reanalysis,dataset-666
Comparison of ERA5 and ERA-Interim near surface air temperature and precipitation over Arctic sea ice: Effects on sea ice thermodynamics and evolution,https://www.the-cryosphere-discuss.net/tc-2018-245/,"Wang, Caixin, Graham, Robert M., Wang, Keguang, Gerland, Sebastian, Granskog, Mats A.",10.5194/tc-2018-245,,ERA5 Reanalysis,dataset-666
Cold Bias of ERA5 Summertime Daily Maximum Land Surface Temperature over Iberian Peninsula,http://dx.doi.org/10.3390/rs11212570,"Johannsen, Ermida, Martins, Trigo, Nogueira, Dutra",10.3390/rs11212570,Remote Sensing,ERA5 Reanalysis,dataset-666
An Energy Potential Estimation Methodology and Novel Prototype Design for Building-Integrated Wind Turbines,http://dx.doi.org/10.3390/en12102027,"Garcia, Oscar, Ulazia, Alain, del Rio, Mario, Carreno-Madinabeitia, Sheila, Gonzalez-Arceo, Andoni",10.3390/en12102027,,ERA5 Reanalysis,dataset-666
Filling Gaps in Hourly Air Temperature Data Using Debiased ERA5 Data,https://doaj.org/toc/2073-4433,"Miloš Lompar, Branislava Lalić, Ljiljana Dekić, Mina Petrić",10.3390/atmos10010013,Atmosphere,ERA5 Reanalysis,dataset-666
Monitoring and Forecasting the Impact of the 2018 Summer Heatwave on Vegetation,https://hal.archives-ouvertes.fr/hal-02355046,"Albergel, Clément, Dutra, Emanuel, Bonan, Bertrand, Zheng, Yongjun, Munier, Simon, Balsamo, Gianpaolo, De Rosnay, Patricia, Munoz-Sabater, Joaquin, Calvet, Jean-Christophe",10.3390/rs11050520,,ERA5 Reanalysis,dataset-666
Monitoring and Forecasting the Impact of the 2018 Summer Heatwave on Vegetation,https://hal.archives-ouvertes.fr/hal-02355046,"Albergel, Clément, Dutra, Emanuel, Bonan, Bertrand, Zheng, Yongjun, Munier, Simon, Balsamo, Gianpaolo, De Rosnay, Patricia, Munoz-Sabater, Joaquin, Calvet, Jean-Christophe",10.3390/rs11050520,,ERA5 Reanalysis,dataset-666
Monitoring and Forecasting the Impact of the 2018 Summer Heatwave on Vegetation,http://dx.doi.org/10.3390/rs11050520,"Albergel, Clément, Dutra, Emanuel, Bonan, Bertrand, Zheng, Yongjun, Munier, Simon, Balsamo, Gianpaolo, Rosnay, Patricia de, Muñoz-Sabater, Joaquin, Calvet, Jean-Christophe",10.3390/rs11050520,Remote Sensing,ERA5 Reanalysis,dataset-666
Towards a Long-Term Reanalysis of Land Surface Variables over Western Africa: LDAS-Monde Applied over Burkina Faso from 2001 to 2018,https://hal.archives-ouvertes.fr/hal-02355050,"Tall, Moustapha, Albergel, Clément, Bonan, Bertrand, Zheng, Yongjun, Guichard, Francoise, Drame, Mamadou,, Gaye, Amadou, Sintondji, Luc,, Hountondji, Fabien,, Nikiema, Pinghouinde Michel, Calvet, Jean-Christophe",10.3390/rs11060735,,ERA5 Reanalysis,dataset-666
Cold Bias of ERA5 Summertime Daily Maximum Land Surface Temperature over Iberian Peninsula,https://www.mdpi.com/2072-4292/11/21/2570,"Frederico Johannsen, Sofia Ermida, João P. A. Martins, Isabel F. Trigo, Miguel Nogueira, Emanuel Dutra",10.3390/rs11212570,Remote Sensing,ERA5 Reanalysis,dataset-666
Cross-validating precipitation datasets in the Indus River basin,https://www.hydrol-earth-syst-sci-discuss.net/hess-2019-303/,"Baudouin, Jean-Philippe, Herzog, Michael, Petrie, Cameron A.",10.5194/hess-2019-303,,ERA5 Reanalysis,dataset-666
"Comparison of ERA5 and ERA-Interim near-surface air temperature, snowfall and precipitation over Arctic sea ice: effects on sea ice thermodynamics and evolution",https://www.the-cryosphere.net/13/1661/2019/,"C. Wang, C. Wang, R. M. Graham, K. Wang, S. Gerland, M. A. Granskog",10.5194/tc-13-1661-2019,,ERA5 Reanalysis,dataset-666
Cross-validating precipitation datasets in the Indus River basin,https://www.repository.cam.ac.uk/handle/1810/299535,"Herzog, Michael, Baudouin, Jean-Philippe, Petrie, Cameron",10.17863/CAM.46609,,ERA5 Reanalysis,dataset-666
Low-level jets over the North Sea based on ERA5 and observations: together they do better,http://library.wur.nl/WebQuery/wurpubs/549710,"Kalverla, Peter C., Duncan Jr., James B., Steeneveld, Gert-Jan, Holtslag, Albert A.M.",10.5194/wes-4-193-2019,Wind Energy Science,ERA5 Reanalysis,dataset-666
Surface Heat Fluxes over the Northern Arabian Gulf and the Northern Red Sea: Evaluation of ECMWF-ERA5 and NASA-MERRA2 Reanalyses,https://doaj.org/toc/2073-4433,"Senafi, Fahad Al, Anis, Ayal, Menezes, Viviane",10.3390/atmos10090504,Atmosphere,ERA5 Reanalysis,dataset-666
An ERA5‐Based Model for Estimating Tropospheric Delay and Weighted Mean Temperature Over China With Improved Spatiotemporal Resolutions,https://doi.org/10.1029/2019EA000701,"Zhangyu Sun, Bao Zhang, Yibin Yao",10.1029/2019EA000701,Earth and Space Science,ERA5 Reanalysis,dataset-666
Assessing the Use of Satellite-Based Estimates and High-Resolution Precipitation Datasets for the Study of Extreme Precipitation Events over the Iberian Peninsula,http://dx.doi.org/10.3390/w10111688,"Hénin, Riccardo, Liberato, Margarida L. R., Ramos, Alexandre M., Gouveia, Célia M.",10.3390/w10111688,Water,ERA5 Reanalysis,dataset-666
Ensemble hindcasting of wind and wave conditions with WRF and Wavewatch III® driven by ERA5,https://www.ocean-sci-discuss.net/os-2019-76/,"Osinski, Robert Daniel, Radtke, Hagen",10.5194/os-2019-76,,ERA5 Reanalysis,dataset-666
An Accurate Method to Correct Atmospheric Phase Delay for InSAR with the ERA5 Global Atmospheric Model,http://dx.doi.org/10.3390/rs11171969,"Zhongbo Hu, Jordi J. Mallorquí",10.3390/rs11171969,Remote Sensing,ERA5 Reanalysis,dataset-666
The sensitivity of oceanic precipitation to sea surface temperature,https://www.atmos-chem-phys.net/19/9241/2019/,"Burdanowitz, J., Buehler, S., Bakan, S., Klepp, C.",10.5194/acp-19-9241-2019,,ERA5 Reanalysis,dataset-666
Evaluation of snow depth and snow cover over the Tibetan Plateau in global reanalyses using in situ and satellite remote sensing observations,https://www.the-cryosphere.net/13/2221/2019/tc-13-2221-2019.pdf,"Y. Orsolini, M. Wegmann, M. Wegmann, E. Dutra, B. Liu, G. Balsamo, K. Yang, K. Yang, P. de Rosnay, C. Zhu, W. Wang, W. Wang, R. Senan, G. Arduini",10.5194/tc-13-2221-2019,The Cryosphere,ERA5 Reanalysis,dataset-666
Evaluation of Lebanon’s Offshore-Wind-Energy Potential,http://dx.doi.org/10.3390/jmse7100361,"Ibarra-Berastegi, Gabriel, Ulazia, Alain, Saénz, Jon, González-Rojí, Santos J.",10.3390/jmse7100361,Journal of Marine Science and Engineering,ERA5 Reanalysis,dataset-666
Temporal and Spatial Change Monitoring of Drought Grade Based on ERA5 Analysis Data and BFAST Method in the Belt and Road Area during 1989–2017,http://dx.doi.org/10.1155/2019/4053718,"Xue, Changdi, Wu, Hua, Jiang, Xiaoguang",10.1155/2019/4053718,Advances in Meteorology,ERA5 Reanalysis,dataset-666
Modelling the Spatial Distribution of Wind Energy Resources in Latvia,http://www.degruyter.com/view/j/lpts.2017.54.issue-6/lpts-2017-0037/lpts-2017-0037.xml?format=INT,"Aniskevich S., Bezrukovs V., Zandovskis U., Bezrukovs D.",10.1515/lpts-2017-0037,Latvian Journal of Physics and Technical Sciences,ERA5 Reanalysis,dataset-666
MIDAS: A Benchmarking Multi-Criteria Method for the Identification of Defective Anemometers in Wind Farms,http://hdl.handle.net/10810/31864,"Rabanal, Arkaitz, Ulazia, Alain, Ibarra-Berastegi, Gabriel, Sáenz, Jon, Elosegui, Unai",10.3390/en12010028,Energies,ERA5 Reanalysis,dataset-666
Variability of temperature and ozone in the upper troposphere and lower stratosphere from multi-satellite observations and reanalysis data,https://www.atmos-chem-phys-discuss.net/acp-2018-1237/,"Shangguan, Ming, Wang, Wuke, Jin, Shuanggen",10.5194/acp-2018-1237,,ERA5 Reanalysis,dataset-666
Temporal and Spatial Change Monitoring of Drought Grade Based on ERA5 Analysis Data and BFAST Method in the Belt and Road Area during 1989–2017,http://dx.doi.org/10.1155/2019/4053718,"Changdi Xue, Hua Wu, Xiaoguang Jiang",10.1155/2019/4053718,Advances in Meteorology,ERA5 Reanalysis,dataset-666
An Energy Potential Estimation Methodology and Novel Prototype Design for Building-Integrated Wind Turbines,https://doaj.org/toc/1996-1073,"Garcia, Oscar, Ulazia, Alain, Rio, Mario del, Carreno-Madinabeitia, Sheila, Gonzalez-Arceo, Andoni",10.3390/en12102027,Energies,ERA5 Reanalysis,dataset-666
Attribution of the role of climate change in the forest fires in Sweden 2018,https://www.nat-hazards-earth-syst-sci-discuss.net/nhess-2019-206/,"Krikken, Folmer, Lehner, Flavio, Haustein, Karsten, Drobyshev, Igor, Oldenborgh, Geert Jan",10.5194/nhess-2019-206,,ERA5 Reanalysis,dataset-666
Variability of temperature and ozone in the upper troposphere and lower stratosphere from multi-satellite observations and reanalysis data,https://www.atmos-chem-phys.net/19/6659/2019/acp-19-6659-2019.pdf,"M. Shangguan, W. Wang, W. Wang, W. Wang, S. Jin, S. Jin",10.5194/acp-19-6659-2019,Atmospheric Chemistry and Physics,ERA5 Reanalysis,dataset-666
The Consequences of Air Density Variations over Northeastern Scotland for Offshore Wind Energy Potential,https://doaj.org/toc/1996-1073,"Ulazia, Alain, Nafarrate, Ander, Ibarra-Berastegi, Gabriel, Sáenz, Jon, Carreno-Madinabeitia, Sheila",10.3390/en12132635,Energies,ERA5 Reanalysis,dataset-666
Broadband albedo of Arctic sea ice from MERIS optical data,https://www.the-cryosphere-discuss.net/tc-2019-62/,"Pohl, Christine, Istomina, Larysa, Tietsche, Steffen, Jäkel, Evelyn, Stapf, Johannes, Spreen, Gunnar, Heygster, Georg",10.5194/tc-2019-62,,ERA5 Reanalysis,dataset-666
Deriving Bias and Uncertainty in MERRA-2 Snowfall Precipitation Over High Mountain Asia,https://www.frontiersin.org/article/10.3389/feart.2019.00280/full,"Yufei Liu, Steven A. Margulis",10.3389/feart.2019.00280,Frontiers in Earth Science,ERA5 Reanalysis,dataset-666
"Combining data from the distributed GRUAN site Lauder–Invercargill, New Zealand, to provide a site atmospheric state best estimate of temperature",http://dx.doi.org/10.5281/zenodo.1195779,"J. S. Tradowsky, J. S. Tradowsky, J. S. Tradowsky, G. E. Bodeker, R. R. Querel, P. J. H. Builtjes, J. Fischer",10.5194/essd-10-2195-2018,,ERA5 Reanalysis,dataset-666
Evaluation of Lebanon’s Offshore-Wind-Energy Potential,https://www.mdpi.com/2077-1312/7/10/361,"Gabriel Ibarra-Berastegi, Alain Ulazia, Jon Saénz, Santos José González-Rojí",10.3390/jmse7100361,Journal of Marine Science and Engineering,ERA5 Reanalysis,dataset-666
On the fine vertical structure of the low troposphere over the coastal margins of East Antarctica,http://infoscience.epfl.ch/record/266472,"Vignon, Etienne, Traulle, Olivier, Berne, Alexis",10.5194/acp-19-4659-2019,,ERA5 Reanalysis,dataset-666
Multiple Remotely Sensed Lines of Evidence for a Depleting Seasonal Snowpack in the Near East,http://dx.doi.org/10.3390/rs11050483,"Yılmaz, Yeliz A., Aalstad, Kristoffer, Sen, Omer L.",10.3390/rs11050483,Remote Sensing,ERA5 Reanalysis,dataset-666
An update on global atmospheric ice estimates from satellite observations and reanalyses,https://www.atmos-chem-phys.net/18/11205/2018/acp-18-11205-2018.pdf,"D. I. Duncan, P. Eriksson",10.5194/acp-18-11205-2018,Atmospheric Chemistry and Physics,ERA5 Reanalysis,dataset-666
Upgraded global mapping information for earth system modelling: an application to surface water depth at the ECMWF,https://www.hydrol-earth-syst-sci.net/23/4051/2019/,"Choulga, Margarita, Kourzeneva, Ekaterina, Balsamo, Gianpaolo, Boussetta, Souhail, Wedi, Nils",10.5194/hess-23-4051-2019,,ERA5 Reanalysis,dataset-666
On the fine vertical structure of the low troposphere over the coastal margins of East Antarctica,https://www.atmos-chem-phys.net/19/4659/2019/acp-19-4659-2019.pdf,"É. Vignon, O. Traullé, A. Berne",10.5194/acp-19-4659-2019,Atmospheric Chemistry and Physics,ERA5 Reanalysis,dataset-666
Relationship Analysis of PM2.5 and BLH using Aerosol and Turbulence Detection Lidar,https://www.atmos-meas-tech-discuss.net/amt-2018-406/,"Wang, Chong, Jia, Mingjiao, Xia, Haiyun, Wu, Yunbin, Wei, Tianwen, Shang, Xiang, Yang, Chengyun, Xue, Xianghui, Dou, Xiankang",10.5194/amt-2018-406,,ERA5 Reanalysis,dataset-666
Synoptic-scale conditions and convection-resolving hindcast experiments of a cold-season derecho on 3 January 2014 in western Europe,http://dx.doi.org/10.5445/ir/1000095050,"Mathias, Luca, Ludwig, Patrick, Pinto, Joaquim G.",10.5445/ir/1000095050,,ERA5 Reanalysis,dataset-666
"A 16-year dataset (2000–2015) of high-resolution (3&thinsp;h, 10&thinsp;km) global surface solar radiation",https://www.earth-syst-sci-data.net/11/1905/2019/essd-11-1905-2019.pdf,"W. Tang, W. Tang, K. Yang, K. Yang, J. Qin, X. Li, X. Li, X. Niu",10.5194/essd-11-1905-2019,Earth System Science Data,ERA5 Reanalysis,dataset-666
Synoptic-scale dynamics and modeling of extreme precipitation events in Kenya,http://dx.doi.org/10.5445/ir/1000096478,"Njeri, Joseph Karianjahi",10.5445/ir/1000096478,,ERA5 Reanalysis,dataset-666
Daily evaluation of 26 precipitation datasets using Stage-IV gauge-radar data for the CONUS,https://www.hydrol-earth-syst-sci.net/23/207/2019/,"Beck, Hylke E., Pan, Ming, Roy, Tirthankar, Weedon, Graham P., Pappenberger, Florian, Dijk, Albert I. J. M., Huffman, George J., Adler, Robert F., Wood, Eric F.",10.5194/hess-23-207-2019,Hydrology and Earth System Sciences,ERA5 Reanalysis,dataset-666
Synoptic-scale conditions and convection-resolving hindcast experiments of a cold-season derecho on 3 January 2014 in western Europe,https://publikationen.bibliothek.kit.edu/1000095050,"Mathias, Luca, Ludwig, Patrick, Pinto, Joaquim G.",10.5445/IR/1000095050,,ERA5 Reanalysis,dataset-666
Airborne Wind Energy Resource Analysis,http://resolver.tudelft.nl/uuid:4c9574bd-c36e-4c77-af7c-4dfdaee2f061,"Bechtle, Philip, Schelbergen, M., Schmehl, R., Zillmann, Udo, Watson, S.J.",,,ERA5 Reanalysis,dataset-666
Bayesian Multi-Scale Spatio-Temporal Modeling of Precipitation in the Indus Watershed,https://www.frontiersin.org/article/10.3389/feart.2019.00210/full,"Michael F. Christensen, Matthew J. Heaton, Summer Rupper, C. Shane Reese, William F. Christensen",10.3389/feart.2019.00210,Frontiers in Earth Science,ERA5 Reanalysis,dataset-666
Upgraded global mapping information for earth system modelling: an application to surface water depth at the ECMWF,https://www.hydrol-earth-syst-sci.net/23/4051/2019/hess-23-4051-2019.pdf,"M. Choulga, E. Kourzeneva, G. Balsamo, S. Boussetta, N. Wedi",10.5194/hess-23-4051-2019,Hydrology and Earth System Sciences,ERA5 Reanalysis,dataset-666
Upgraded global mapping information for earth system modelling: an application to surface water depth at ECMWF,https://www.hydrol-earth-syst-sci-discuss.net/hess-2019-234/,"Choulga, Margarita, Kourzeneva, Ekaterina, Balsamo, Gianpaolo, Boussetta, Souhail, Wedi, Nils",10.5194/hess-2019-234,,ERA5 Reanalysis,dataset-666
The Moisture Sources and Transport Processes for a Sudden Rainstorm Associated with Double Low-Level Jets in the Northeast Sichuan Basin of China,https://doaj.org/toc/2073-4433,"Fangli Zhang, Guoping Li, Jun Yue",10.3390/atmos10030160,Atmosphere,ERA5 Reanalysis,dataset-666
A New Typhoon-Monitoring Method Using Precipitation Water Vapor,http://dx.doi.org/10.3390/rs11232845,"Zhao, Qingzhi, Ma, Xiongwei, Yao, Wanqiang, Yao, Yibin",10.3390/rs11232845,Remote Sensing,ERA5 Reanalysis,dataset-666
Numerical simulation of an extreme haze pollution event over the North China Plain based on initial and boundary condition ensembles,http://dx.doi.org/10.1080/16742834.2019.1671136,"Xiaobin LI, Hongbo LIU, Ziyin ZHANG, Juanjuan LIU",10.1080/16742834.2019.1671136,Atmospheric and Oceanic Science Letters,ERA5 Reanalysis,dataset-666
Synoptic-scale conditions and convection-resolving hindcast experiments of a cold-season derecho on 3 January 2014 in western Europe,https://www.nat-hazards-earth-syst-sci.net/19/1023/2019/nhess-19-1023-2019.pdf,"L. Mathias, L. Mathias, P. Ludwig, J. G. Pinto",10.5194/nhess-19-1023-2019,Natural Hazards and Earth System Sciences,ERA5 Reanalysis,dataset-666
Skin temperature from the Thermal Infrared Sounder IASI,https://hal-insu.archives-ouvertes.fr/insu-02151705,"Safieddine, Sarah, Parracho, Ana Claudia, George, Maya, Aires, Filipe, Pellet, Victor, Clarisse, Lieven, Whitburn, Simon, Lezeaux, Olivier, Thépaut, Jean-Noël, Hersbach, Hans, Radnoti, Gabor, Goettsche, Frank, Martin, Maria, Doutriaux Boucher, Marie, Coppens, Dorothée, August, Thomas, Clerbaux, Cathy",10.5194/amt-2019-185,,ERA5 Reanalysis,dataset-666
Numerical simulation of an extreme haze pollution event over the North China Plain based on initial and boundary condition ensembles,http://dx.doi.org/10.6084/m9.figshare.9944177.v1,"Xiaobin LI, Hongbo LIU, Ziyin ZHANG, Juanjuan LIU",10.6084/m9.figshare.9944177.v1,,ERA5 Reanalysis,dataset-666
A comprehensive 4D-Var vortex initialization using a nonhydrostatic axisymmetric TC model with convection accounted for,https://doaj.org/toc/1600-0870,"Xiaoxu Tian, Xiaolei Zou",10.1080/16000870.2019.1653138,Tellus: Series A,ERA5 Reanalysis,dataset-666
Evaluation of Machine Learning Classifiers for Predicting Deep Convection,https://doi.org/10.1029/2018MS001561,"Peter Ukkonen, Antti Mäkelä",10.1029/2018MS001561,Journal of Advances in Modeling Earth Systems,ERA5 Reanalysis,dataset-666
Numerical simulation of an extreme haze pollution event over the North China Plain based on initial and boundary condition ensembles,http://dx.doi.org/10.6084/m9.figshare.9944177,"Xiaobin LI, Hongbo LIU, Ziyin ZHANG, Juanjuan LIU",10.6084/m9.figshare.9944177,,ERA5 Reanalysis,dataset-666
Intercomparison of middle-atmospheric wind in observations and models,https://boris.unibe.ch/120067/,"Rüfenacht, Rolf, Baumgarten, Gerd, Hildebrand, Jens, Schranz, Franziska Martina, Matthias, Vivien, Stober, Gunter, Lübken, Franz-Josef, Kämpfer, Niklaus",10.5194/amt-11-1971-2018,,ERA5 Reanalysis,dataset-666
Seismological Observations of Ocean Swells Induced by Typhoon Megi Using Dispersive Microseisms Recorded in Coastal Areas,http://dx.doi.org/10.3390/rs10091437,"Lin, Jianmin, Fang, Sunke, Li, Xiaofeng, Wu, Renhao, Zheng, Hong",10.3390/rs10091437,Remote Sensing,ERA5 Reanalysis,dataset-666
